author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/307819904/,Москва и МО,sale,flat,3,17,1,38.7,-1,0,13400000,Северное Медведково,Полярная ,52К1,Медведково,
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/300824050/,Москва и МО,sale,flat,11,14,1,47.7,-1,0,13800000,Московский, Парфеновская,17,Московские ворота,Московские ворота II
Магазин новостроек,representative_developer,https://sochi.cian.ru/sale/flat/302788690/,Москва и МО,sale,flat,5,5,1,23.1,-1,0,14784000,Лазаревский,,,,Alean Resort Montvert
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/306021420/,Москва и МО,sale,flat,23,27,1,38.4,-1,0,15300000,Западное Дегунино, Летчика Осканова,6,Верхние Лихоборы,Тринити-2
ID 99674200,real_estate_agent,https://www.cian.ru/sale/flat/307717406/,Москва и МО,sale,flat,6,26,1,35.7,-1,0,16990000,Даниловский,Автозаводская ,23Бк2,ЗИЛ,Парк Легенд
Магазин новостроек,representative_developer,https://sochi.cian.ru/sale/flat/302688719/,Москва и МО,sale,flat,3,8,1,27.34,-1,0,17224200,Хостинский,,,,Marine Garden Sochi
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/301859610/,Москва и МО,sale,flat,13,24,1,36.8,-1,0,17750000,Донской,,к3,Верхние котлы,Новоданиловская 8 ЖК
SENATOR,developer,https://spb.cian.ru/sale/flat/300245913/,Москва и МО,sale,flat,4,12,1,47.7,-1,0,18216375,Курортный,Приморское шоссе,570Л,,МФК Морская ривьера
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/304958596/,Москва и МО,sale,flat,17,26,1,38.6,-1,0,20460000,Лефортово, Крузенштерна,12к2,Авиамоторная,Символ
Магазин новостроек,representative_developer,https://sochi.cian.ru/sale/flat/303685478/,Москва и МО,sale,flat,4,11,1,44.1,-1,0,23593500,Хостинский, Шоссейная,11/1,,Горка
Магазин новостроек,representative_developer,https://sochi.cian.ru/sale/flat/302132053/,Москва и МО,sale,flat,2,9,1,47.3,-1,0,56760000,,,,,Поляна Пик
Магазин новостроек,representative_developer,https://sochi.cian.ru/sale/flat/302435177/,Москва и МО,sale,flat,2,4,1,33.4,-1,0,61790000,Центральный,Курортный проспект,31,,Гранд Каскад
Инстеп,developer,https://lipetsk.cian.ru/sale/flat/301354160/,Москва и МО,sale,flat,8,18,1,30.76,-1,0,3229800,Липецк, Механизаторов,15А,,Инстеп.Механизаторов
Северная Компания,developer,https://ryazan.cian.ru/sale/flat/298206155/,Москва и МО,sale,flat,2,21,1,25.08,-1,0,3401800,Московский,4-й мкр,4-й мкр,,Тринити
Капитал,developer,https://tula.cian.ru/sale/flat/299598952/,Москва и МО,sale,flat,6,10,1,27.56,-1,0,3554413,,,,,Пряничная слобода
РИСАН,developer,https://penza.cian.ru/sale/flat/296715227/,Москва и МО,sale,flat,4,16,1,35.4,-1,0,3575400,Октябрьский,,с1,,Квартал Апгрейд Фэмили ЖК
МегаДом,real_estate_agent,https://kemerovo.cian.ru/sale/flat/307084364/,Москва и МО,sale,flat,5,10,1,36.5,-1,0,3650000,Рудничный,проспект Шахтеров,123,,
РИСАН,developer,https://penza.cian.ru/sale/flat/291733456/,Москва и МО,sale,flat,1,16,1,41.7,-1,0,3753000,Октябрьский,,,,Лэйк Таун ЖК
РИСАН,developer,https://penza.cian.ru/sale/flat/296802144/,Москва и МО,sale,flat,1,24,1,33.4,-1,0,3941200,Первомайский,проезд 2-й Свердлова,4,,Модернист
Термодом,developer,https://penza.cian.ru/sale/flat/299724201/,Москва и МО,sale,flat,2,17,1,43.4,-1,0,4129250,,,,,Созвездие
РИСАН,developer,https://penza.cian.ru/sale/flat/293059196/,Москва и МО,sale,flat,2,16,1,44.0,-1,0,4488000,Октябрьский,,,,Лэйк Таун ЖК
АВРОРА,real_estate_agent,https://surgut.cian.ru/sale/flat/307739139/,Москва и МО,sale,flat,2,5,1,36.3,-1,0,5100000,мкр. 34-й,проспект Мира,53/1,,"Мира, 53/1"
РИСАН,developer,https://penza.cian.ru/sale/flat/296802868/,Москва и МО,sale,flat,7,23,1,43.3,-1,0,5758900,Ленинский,,,,Центральный квартал Скала Сити ЖК
ID 14470271,unknown,https://irkutsk.cian.ru/sale/flat/308351018/,Москва и МО,sale,flat,3,9,1,38.0,-1,0,5899000,,,,,
ЖК Пушкин,developer,https://kaluga.cian.ru/sale/flat/287212119/,Москва и МО,sale,flat,2,19,1,48.44,-1,0,6532863,Обнинск,Белкинская ,34,,Пушкин
Прайм,real_estate_agent,https://krym.cian.ru/sale/flat/306883800/,Москва и МО,sale,flat,11,15,1,37.5,-1,0,8634200,,,,,Лучистое
Альян,real_estate_agent,https://krym.cian.ru/sale/flat/307215939/,Москва и МО,sale,flat,16,17,1,46.3,-1,0,9900000,Алушта,переулок Заводской,8,,Алушта-Престиж
КупиДом,real_estate_agent,https://rostov.cian.ru/sale/flat/308396549/,Москва и МО,sale,flat,1,3,1,25.7,-1,0,2049000,пос. Овощной, Белорусская,7,,
